,date,temperatures(C),humidity(%),pressure(hPa),energy
361,2021-01-16 1:00,3.6,71.0,1011.2,200.5679999999993
362,2021-01-16 2:00,3.3,73.0,1012.1,201.91999999999825
363,2021-01-16 3:00,2.8,71.0,1013.2,196.0560000000114
364,2021-01-16 4:00,2.6,71.0,1012.8,197.95999999999185
365,2021-01-16 5:00,1.8,65.0,1013.7,196.32800000000861
366,2021-01-16 6:00,1.3,66.0,1014.9,203.91999999999825
367,2021-01-16 7:00,1.1,65.0,1015.5,207.39999999999418
368,2021-01-16 8:00,0.6,67.0,1015.8,212.2719999999972
369,2021-01-16 9:00,0.5,67.0,1016.4,222.46400000000722
370,2021-01-16 10:00,0.6,65.0,1017.8,236.82399999999325
371,2021-01-16 11:00,0.8,60.0,1017.6,229.60800000000745
372,2021-01-16 12:00,2.3,53.0,1016.4,218.68799999999464
373,2021-01-16 13:00,1.7,56.0,1016.0,222.55199999999604
374,2021-01-16 14:00,1.0,56.0,1015.7,240.7600000000093
375,2021-01-16 15:00,0.4,57.0,1016.3,245.28800000000047
376,2021-01-16 16:00,-0.2,59.0,1016.8,270.5439999999944
377,2021-01-16 17:00,-0.6,59.0,1017.7,270.01600000000326
378,2021-01-16 18:00,-1.0,61.0,1017.9,283.8319999999949
379,2021-01-16 19:00,-1.4,56.0,1018.4,281.40800000001036
380,2021-01-16 20:00,-1.6,55.0,1018.9,268.1759999999922
381,2021-01-16 21:00,-2.1,56.0,1018.8,273.3680000000022
382,2021-01-16 22:00,-2.1,54.0,1019.5,263.1759999999922
383,2021-01-16 23:00,-2.1,56.0,1020.0,250.61600000000908
384,2021-01-17 0:00,-2.2,56.0,1020.4,238.1119999999937
385,2021-01-17 1:00,-2.5,62.0,1021.0,224.14400000000023
386,2021-01-17 2:00,-2.6,67.0,1021.3,224.57600000000093
387,2021-01-17 3:00,-2.8,71.0,1021.0,224.89600000000792
388,2021-01-17 4:00,-3.3,70.0,1020.3,221.92799999999988
389,2021-01-17 5:00,-3.9,70.0,1020.1,224.5679999999993
390,2021-01-17 6:00,-4.4,69.0,1020.5,226.05599999999686
391,2021-01-17 7:00,-4.5,68.0,1020.6,231.91199999999662
392,2021-01-17 8:00,-4.6,66.0,1021.0,236.27999999999884
393,2021-01-17 9:00,-3.5,61.0,1021.7,247.11200000000827
394,2021-01-17 10:00,-2.1,53.0,1021.9,236.8640000000014
395,2021-01-17 11:00,-0.9,47.0,1021.5,235.69599999999627
396,2021-01-17 12:00,0.1,43.0,1020.7,229.28800000000047
397,2021-01-17 13:00,0.8,42.0,1019.2,231.71199999999953
398,2021-01-17 14:00,0.5,38.0,1018.5,239.5679999999993
399,2021-01-17 15:00,1.5,39.0,1018.0,268.6719999999914
